topic_link,date,user_id,user_rank,heading,reply_flag,topic_mark,body,views,found_helpful,image_flag,cateogry,normal_date
https://community.ebay.com/t5/Buying/Seller-s-response-to-my-negative-feedback-is-clearly-a-lie-Is/td-p/30849281/jump-to/first-unread-message,"May 13, 2020 7:34:14 AM",need_meds_now,not appliable,Seller’s response to my negative feedback is clearly a lie - Is there anything I can do?,1,This thread is solved,You are not being thick I have tried leaving a follow-up in the exact same circumstances and it allows you to leave the comment but it does not post. After 3x I gave up.,107 Views,2,0,Buying,2020-05-13
https://community.ebay.com/t5/Buying/Seller-s-response-to-my-negative-feedback-is-clearly-a-lie-Is/td-p/30849281/jump-to/first-unread-message,"May 13, 2020 11:49:27 PM",barcelonajazz,not appliable,Seller’s response to my negative feedback is clearly a lie - Is there anything I can do?,1,This thread is solved,"Many thanks - I have followed your suggestion but that link takes me back to the same page you gave me originally, and again I clicked to ‘follow up’ but my follow up comment doesn’t seem to register; the problem remains, in other words.",55 Views,0,0,Buying,2020-05-13
https://community.ebay.com/t5/Buying/Seller-s-response-to-my-negative-feedback-is-clearly-a-lie-Is/td-p/30849281/jump-to/first-unread-message,"May 13, 2020 11:49:52 PM",barcelonajazz,not appliable,Seller’s response to my negative feedback is clearly a lie - Is there anything I can do?,1,This thread is solved,"Thanks for sharing, that is good to know.",55 Views,0,0,Buying,2020-05-13
https://community.ebay.com/t5/Selling/New-Sellers-Be-Aware-of-eBay-Gift-Card-Scammers/td-p/30944539/jump-to/first-unread-message,"May 15, 2020 3:47:50 PM",kelben-27,Enthusiast,New Sellers Be Aware of eBay Gift Card Scammers,0,,"As a new seller I was more than happy to get my first sales within hours of listing my items. I was so excited that I missed all the red flags in the situation. I came across two users (yes, I was naive enough to let it happen to me twice) of the usernames @ westernwireless and @ jomcc-7901. These sales happened within this month, a week apart. I’m putting this out here so that new sellers will hopefully read before they find themselves in similar situations.If this passage seems too long and you don’t want to read the entire thing here are the do’s and dont’s when you find yourself in this situation:  Don’t accept their offer until you’ve contacted them and are 100% sure they are not scamming you.Don’t give the buyer your PayPal email; they will only use it to fabricate a fake email to make it seem like they paid you when they didn’t.Don’t be afraid to call them out. As you’ll read below, one of the users threatened to bring the authorities into the situation. I, however, did not back down because I knew for a fact that this guy was trying to scam me. Do understand that it is against eBay regulations to send a scratched gift card code over text or however the buyer requestsDo forward the payment confirmation email you receive from “PayPal” to spoof@paypal.com. PayPal will then investigate the email and give you a guideline to what an authentic PayPal email will read.Do screenshot your text conversations in case you feel the need to report this user. Now, when this happened to me the first time, I was so oblivious and nervous I didn’t know what was going on. The first time, the westernwireless guy offered me $300 for the Nikon camera that I was selling. Ecstatic, I immediately accepted the offer thinking, “wow my first sale! Does it really happen this fast?” So I texted westernwireless back and forth per his request to answer some “questions about the product”. He then suddenly asked if I would be able to buy a $100 gift card to add to this item’s package for his son’s birthday. He then proceeded to tell his fake sob story and I was sympathetic enough to buy into it. I then received an email “confirming” his payment. The email, however, was a little weird. I failed to recall any other time PayPal gave me a time limit to when I had to meet the buyer’s requirements in order for the transaction to be successful. It wasn’t until 5 minutes later when westernwireless texted me asking about the email. Back then, it never occurred to me why he knew so much about the email that PayPal sent me. Ignoring this bad feeling, I continued to converse with him. What I failed to realize was that the conversation soon only focused about me getting the gift card. This conversation only housed his attempt at getting me to send the gift card, which I refused to buy at this point. I was so confused and a little nervous that I just cancelled the order. I let him know that much. Even then he was asking “why” and continued to push me to give him a gift card. With my final refusal, he never contacted me to this day. The second time this happened was today. This story starts off the same as the last one: I get a generous offer, I check it out, the buyer asks me to buy the gift card etc. The only difference with this buyer is that he, jomcc-7901,  was a little more aggressive with his attempt. However, I was more skeptical and less willing to bide by his every request. When he asked if I could buy a $300 gift card, I immediately pressed the pause button on the conversation. I took to google and searched eBay Gift Card Scam because I knew this was not a coincidence. Google took me to an eBay discussion board similar to this one and I was on it for minutes on end reading about other sellers’ experiences. I found that this happens to a lot of new sellers. I looked back to my phone and called this buyer out and revealed that I was fully aware that he was trying to scam me. He, of course, denied and then threatened to call the police on me because his money was already taken out of his account. To which I replied that I knew for a fact that this was untrue. I knew this because: 1. I never received an email that requested for my approval of the transaction, only an email that there was a transaction that happened; and 2. I read on the forum that scammers will take the paypal email that they asked you for (and that I mistakenly sent) and create a false email with a plausible PayPal sending address to make it seem like they already paid (be sure to forward the email you get for the payment to spoof@paypal.com so that PayPal can do its investigation). I also explained this to him in a polite manner. He then continued to threaten to call his lawyer and the police. I had to laugh. At this point I became so frustrated that I called the buyer. He picked up, his accent thick as he tried to get himself out of the situation. I then explained that there is a way to get his money back, which was to cancel his PayPal transaction for the pending payment. If this wasn’t a scam, he would 100% be able to do this step without a problem, but he kept insisting that the money already went through. So I called him out on his apparent lie, his acts against eBay regulations, and I told him I found out that his email was fake. I also told him that if he truly wanted to get the authorities involved I’d let him. I had all the proof I needed to see myself through. It’s been about two hours and he still has not responded. To add on a little spice, I reported this buyer on eBay. If there's any redflags that need to be added feel free to reply with them. Remember to stay safe and sell/buy with cauiton!",156 Views,2,0,Selling,2020-05-15
https://community.ebay.com/t5/Payments/is-eBay-Buyer-Protection-safe/td-p/30839575/jump-to/first-unread-message,"May 15, 2020 6:57:13 AM",martha.sampson29,not appliable,is eBay Buyer Protection safe?,1,,It’s a scam don’t do it!!!! I paid for a MacBook Pro and lost $600!,38 Views,1,0,Payments,2020-05-15
https://community.ebay.com/t5/Selling/New-Sellers-Be-Aware-of-eBay-Gift-Card-Scammers/td-p/30944539/jump-to/first-unread-message,"May 15, 2020 3:58:54 PM",lisjene,not appliable,New Sellers Be Aware of eBay Gift Card Scammers,1,,"WOW! I am so glad you put that out there It needs repeating esp with no customer support right now. Don't call these buyers though, they are just trashy bottom feeders.",146 Views,1,0,Selling,2020-05-15
https://community.ebay.com/t5/Selling/New-Sellers-Be-Aware-of-eBay-Gift-Card-Scammers/td-p/30944539/jump-to/first-unread-message,"May 15, 2020 4:07:13 PM",bonjourami,not appliable,New Sellers Be Aware of eBay Gift Card Scammers,1,,"Sorry to say such an old, old, scam. Scammers love gift cards because they are untraceable and unrefundable.And they prey on newbies here who dont know the ropes.But Im glad you caught on to the second scammer. 

``````````````````````````````````````````````````````````````````````````````````````````````````````“Never pick a fight with an ugly person. They don’t have anything to lose.” ~Robin Williams",139 Views,3,0,Selling,2020-05-15
https://community.ebay.com/t5/Selling/New-Sellers-Be-Aware-of-eBay-Gift-Card-Scammers/td-p/30944539/jump-to/first-unread-message,"May 15, 2020 4:10:02 PM",bonjourami,not appliable,New Sellers Be Aware of eBay Gift Card Scammers,1,,"Just fyi, be careful with cancelling transactions, if you used the oos option you got a defect. Just use the uid, and  then block the scammer.

``````````````````````````````````````````````````````````````````````````````````````````````````````“Never pick a fight with an ugly person. They don’t have anything to lose.” ~Robin Williams",136 Views,1,0,Selling,2020-05-15
https://community.ebay.com/t5/Selling/New-Sellers-Be-Aware-of-eBay-Gift-Card-Scammers/td-p/30944539/jump-to/first-unread-message,"May 15, 2020 4:13:59 PM",gracieallen01,not appliable,New Sellers Be Aware of eBay Gift Card Scammers,1,,"A lot of times the sob story will be from a 'military' person.  All sob stories generally have a gift for a child or birthday or some special occasion.  The e-mail is always from PayPal (fake e-mail, that is) that says something to the effect that 'you have cash' and will get it just as soon as you upload tracking to prove shipping. The scam isn't new - it's been around for years.  It isn't in any of the help pages that ebay might put out, other than to say that all correspondences should be conducted through ebay messages.

	Not saying 'NO' doesn't mean 'YES'.The foolishness of one's actions or words is determined by the number of witnesses.Perhaps if Brains were described as an APP, many people would use them more often.Respect, like money, is only of 'worth' when it is earned - with all due respect, it can not be ordained, legislated or coerced. Anonymous",130 Views,1,0,Selling,2020-05-15
https://community.ebay.com/t5/Selling/New-Sellers-Be-Aware-of-eBay-Gift-Card-Scammers/td-p/30944539/jump-to/first-unread-message,"May 15, 2020 4:21:44 PM",myboardid,not appliable,New Sellers Be Aware of eBay Gift Card Scammers,1,,"NEVER, NEVER, NEVER give a ""buyer"" (or potential buyer) your Paypal email address, or your eBay email address for that matter. 

	----------------------------Successful and experienced seller since 1997, over 70,000 feedback, boardie since the boards were begun.",126 Views,4,0,Selling,2020-05-15
https://community.ebay.com/t5/Selling/New-Sellers-Be-Aware-of-eBay-Gift-Card-Scammers/td-p/30944539/jump-to/first-unread-message,"May 15, 2020 4:29:15 PM",candd205,not appliable,New Sellers Be Aware of eBay Gift Card Scammers,1,,I am very happy for you that you didn't fall for this and lose any money. Your story would have been much worse if you had sent them the items you are selling and the gift card.,119 Views,2,0,Selling,2020-05-15
https://community.ebay.com/t5/Selling/New-Sellers-Be-Aware-of-eBay-Gift-Card-Scammers/td-p/30944539/jump-to/first-unread-message,"May 15, 2020 4:42:29 PM",bonjourami,not appliable,New Sellers Be Aware of eBay Gift Card Scammers,1,,"I am not the op.

``````````````````````````````````````````````````````````````````````````````````````````````````````“Never pick a fight with an ugly person. They don’t have anything to lose.” ~Robin Williams",107 Views,0,0,Selling,2020-05-15
https://community.ebay.com/t5/Shipping-Returns/Problem-printing-correct-label-size/td-p/30897929/jump-to/first-unread-message,"May 15, 2020 7:44:11 AM",rfmtm,not appliable,Problem printing correct label size.,1,,"This is a recent ebay glitch. The current work around is to use ebay Bulk Shipping, even for a single label. You can also print from PayPal by selecting the correct label format.",21 Views,0,0,Shipping-Returns,2020-05-15
https://community.ebay.com/t5/Selling/New-Sellers-Be-Aware-of-eBay-Gift-Card-Scammers/td-p/30944539/jump-to/first-unread-message,"May 15, 2020 7:54:58 PM",southern*sweet*tea,not appliable,New Sellers Be Aware of eBay Gift Card Scammers,1,,"For the benefit of any newbies (or unaware oldies) that are reading this: Never, ever give a potential buyer your email address or phone number. They do NOT need it for any reason!Do so and expect to be scammed. Hopefully this red text and large font will get my point across.

	You know what they say about advice: The wise don't need it, and fools don't heed it.",65 Views,2,0,Selling,2020-05-15
https://community.ebay.com/t5/Selling/New-Sellers-Be-Aware-of-eBay-Gift-Card-Scammers/td-p/30944539/jump-to/first-unread-message,"May 15, 2020 8:21:31 PM",wesk_36,not appliable,New Sellers Be Aware of eBay Gift Card Scammers,1,,"@wesk_36 wrote: ""At this point I became so frustrated that I called the buyer. He picked up, his accent thick as he tried to get himself out of the situation.""Why are you calling anyone?The big don't is for your protection, calling a stranger on the phone to confront them could be dangerous or even have legal repercussions, don't you think, maybe?Sorry for preaching. 

	posting ID",50 Views,1,0,Selling,2020-05-15
https://community.ebay.com/t5/Selling/New-Sellers-Be-Aware-of-eBay-Gift-Card-Scammers/td-p/30944539/jump-to/first-unread-message,"May 15, 2020 8:24:49 PM",lisjene,not appliable,New Sellers Be Aware of eBay Gift Card Scammers,1,,"Newbees and others..listen and read Sweetteas response! No giftcards, no phone calls, No means NO!!!!",42 Views,0,0,Selling,2020-05-15
https://community.ebay.com/t5/Selling/New-Sellers-Be-Aware-of-eBay-Gift-Card-Scammers/td-p/30944539/jump-to/first-unread-message,"May 15, 2020 8:34:06 PM",lisjene,not appliable,New Sellers Be Aware of eBay Gift Card Scammers,1,,Could use a little Paradiso help here! Tell this Newbee thst contacting this piece of crapola is bad!,29 Views,0,0,Selling,2020-05-15
https://community.ebay.com/t5/Technical-Issues/Why-is-ebay-removing-items-sold-with-tracking-numbers-after-7/td-p/30931728/jump-to/first-unread-message,"May 13, 2020 3:15:32 PM",disneyshopper,not appliable,Why is ebay removing items sold with tracking numbers after 7 days?,1,,"In my Seller Hub, my Orders Paid & Shipped for the past 90 days goes back to February 19, 2020.",29 Views,0,0,Technical-Issues,2020-05-13
https://community.ebay.com/t5/Buying/How-does-make-an-offer-work/td-p/30933413/jump-to/first-unread-message,"May 13, 2020 2:00:39 PM",disneyshopper,not appliable,How does make an offer work?,1,,"The unpaid item (in the middle) shows it was ordered April 27, 2020. Since it shows CLOSED, instead of Shipped, I am assuming the seller filed an Unpaid Item Dispute, and since it was never paid, the seller closed the dispute to get his FVF credited, and you got the unpaid strike (which you state ebay removed as a courtesy).",37 Views,0,0,Buying,2020-05-13
https://community.ebay.com/t5/Payments/half-payment/td-p/30942985/jump-to/first-unread-message,"May 15, 2020 6:32:36 AM",hassha5881,Explorer,half payment,0,,"Greetings to every one,I have two paypal accounts with the issue in one of them that not sending money to another paypal account.I want to use that money to buy the product on ebay.Will it possible to pay money to the seller from the first account and the remaining from the second account.",31 Views,0,0,Payments,2020-05-15
https://community.ebay.com/t5/Selling/BEWARE-OF-BUYER/td-p/30942248/jump-to/first-unread-message,"May 14, 2020 7:25:48 PM",resale_hk,Enthusiast,BEWARE OF BUYER,0,,"I don't know if this is the appropriate place to share this but if you read this, try to share it with as many sellers as possible. This happened to me less than 24 hours ago and I am still pained from it.
 
A buyer """" ordered 2 iPads from me which I shipped and paid for the shipping cost. The iPads delivered and I immediately got a return request. The buyer indicated that I shipped metal instead of 2 Apple 1st Gen. iPads (IMAGES ATTACHED).
 
The 2 iPads weigh no more than 4lbs 4 oz. Knowing what I do about USPS, if the package is not ""flat rate"", it will be returned for incorrect weight (shipping weight higher than prepaid label). The 5lbs weight plate is definitely higher than the weight of the 2 tablets combined so it is obvious I did my part as an honest seller and shipped the 2 iPads. Unfortunately the buyer is dishonest and to add salt to injury, the buyer left me a negative feedback. How callous can people actually be?
 
Due to the fact that I am a new seller (1 month), I do not want any negative feedback so I took this loss after communicating with the buyer my displeasure and issued a refund to the buyer with the agreement that he would need to revise the feedback. Since receiving the refund, the buyer has changed the feedback to ""Got my order on time. Device working as seller described"". How do you leave a feedback like this when you didn't receive the item?
 
Anyway I do not intend to make this a long mail but I just thought you all should beware of this buyer.
 
I am left with one question directed at eBay and the longtime top rated sellers ""what is eBay doing to protect the sellers?""",401 Views,4,2,Selling,2020-05-14
https://community.ebay.com/t5/Payments/Managed-Payments/td-p/30942923/jump-to/first-unread-message,"May 15, 2020 5:58:51 AM",3031cheryl,Adventurer,Managed Payments,0,,"Has anyone signed up for this yet?  I see I have until July to do so but I was wondering if there are issues with this.  Everything that Ebay brings out that is new always has system issues.  I really don't want Ebay messing up my money and I don't think they should force this on us if we don't want it.  From what I read, they will have access to our bank accounts??? Please let me know if anyone has signed up with this and how you are doing with it.  Thanks!",53 Views,0,0,Payments,2020-05-15
https://community.ebay.com/t5/Selling/BEWARE-OF-BUYER/td-p/30942248/jump-to/first-unread-message,"May 14, 2020 7:56:59 PM",atikovi,not appliable,BEWARE OF BUYER,1,,"@resale_hk wrote:
 
I am left with one question directed at eBay and the longtime top rated sellers ""what is eBay doing to protect the sellers?""

Not much. Your word against the buyer and in most cases Ebay sides for the buyer.",384 Views,3,0,Selling,2020-05-14
https://community.ebay.com/t5/Selling/BEWARE-OF-BUYER/td-p/30942248/jump-to/first-unread-message,"May 14, 2020 8:48:02 PM",mvls1,not appliable,BEWARE OF BUYER,1,,Thank you for the information. The buyer is now on our blocked lists. You need to add their ebay id to your blocked buyer list so they will not be able to buy from you again with that ebay id and steal from you. One thing I noted on your sale was that the transaction was a private listing sale. Personally I do not like private listings and will not buy from those type of listings. I while I know that you do not use private feedback I do not like private feedback and feel that sellers/buyers can use it to hiding things. Feedback is one of the few things that SOMETIMES can be used buy sellers to help them decide on if they want to accept an offer. Private feedback takes that away.,343 Views,0,0,Selling,2020-05-14
https://community.ebay.com/t5/Selling/BEWARE-OF-BUYER/td-p/30942248/jump-to/first-unread-message,"May 14, 2020 9:13:23 PM",voguevintage,not appliable,BEWARE OF BUYER,1,,"What a bizarre thing to say you shipped considering that 5 lb plate is worth quite a bit now and a highly flipped item at this time.Are those your pictures of the item after he returned it or ones he sent you? If the latter, which I think it is, if you study the pictures that set up looks like a typical seller's photo setup for taking item pictures.So my guess is this guy is also a seller and maybe those weight plates are an item he purchased to flip.",322 Views,0,0,Selling,2020-05-14
https://community.ebay.com/t5/Selling/BEWARE-OF-BUYER/td-p/30942248/jump-to/first-unread-message,"May 14, 2020 9:13:31 PM",jojitsusensei,not appliable,BEWARE OF BUYER,1,,"I would have immediately close my seller account closed PayPal and just connected any credit cards associated with it and told the buyer and eBay to  **Bleep** off.
So how do you feel like selling on eBay now?
If it happened once it'll happen again. These community boards are full of horror stories just like yours.",321 Views,4,0,Selling,2020-05-14
https://community.ebay.com/t5/Selling/BEWARE-OF-BUYER/td-p/30942248/jump-to/first-unread-message,"May 14, 2020 9:31:51 PM",andrew547,not appliable,BEWARE OF BUYER,1,,"So you're saying he stole your ipads, claiming you shipped him a 5 lb. weight, but you got him to leave you positive feedback saying the ipads he stole from you work great?
 
Maybe ask him to upload a video showing how great the ipads he stole from you that he didn't receive work, because, you know, AFHV has a stupid criminals segment.",313 Views,0,0,Selling,2020-05-14
https://community.ebay.com/t5/Selling/BEWARE-OF-BUYER/td-p/30942248/jump-to/first-unread-message,"May 15, 2020 3:39:28 AM",shoptalkid,not appliable,BEWARE OF BUYER,1,,"@resale_hk wrote:
I don't know if this is the appropriate place to share this but if you read this, try to share it with as many sellers as possible. This happened to me less than 24 hours ago and I am still pained from it.
 
A buyer ""sylvieobi0"" ordered 2 iPads from me which I shipped and paid for the shipping cost. The iPads delivered and I immediately got a return request. The buyer indicated that I shipped metal instead of 2 Apple 1st Gen. iPads (IMAGES ATTACHED).
 
The 2 iPads weigh no more than 4lbs 4 oz. Knowing what I do about USPS, if the package is not ""flat rate"", it will be returned for incorrect weight (shipping weight higher than prepaid label). The 5lbs weight plate is definitely higher than the weight of the 2 tablets combined so it is obvious I did my part as an honest seller and shipped the 2 iPads. Unfortunately the buyer is dishonest and to add salt to injury, the buyer left me a negative feedback. How callous can people actually be?
 
Due to the fact that I am a new seller (1 month), I do not want any negative feedback so I took this loss after communicating with the buyer my displeasure and issued a refund to the buyer with the agreement that he would need to revise the feedback. Since receiving the refund, the buyer has changed the feedback to ""Got my order on time. Device working as seller described"". How do you leave a feedback like this when you didn't receive the item?
 
Anyway I do not intend to make this a long mail but I just thought you all should beware of this buyer.
 
I am left with one question directed at eBay and the longtime top rated sellers ""what is eBay doing to protect the sellers?""

There is definately a scam going on here.  Either it's the buyer or someone at the post office is stealing items.  New seller = easy prey.   Now there isn't much you can do because you did everything the buyer was hoping you would: refund and let them keep the item. 
 
Always come to the boards first to get help.  There are special mail fraud reports that can be filled out.   Chances are, this buyer has done it before and if sellers don't bother to report them and keep refunding because they are scared about a negative, these buyers will keep doing it.   

	previously known as boardnpostsid",250 Views,2,0,Selling,2020-05-15
https://community.ebay.com/t5/Payments/Managed-Payments/td-p/30942923/jump-to/first-unread-message,"May 15, 2020 6:16:47 AM",mcdougle4248,not appliable,Managed Payments,1,,"@3031cheryl wrote:Has anyone signed up for this yet?  I see I have until July to do so but I was wondering if there are issues with this.  Everything that Ebay brings out that is new always has system issues.  I really don't want Ebay messing up my money and I don't think they should force this on us if we don't want it.  From what I read, they will have access to our bank accounts??? Please let me know if anyone has signed up with this and how you are doing with it.  Thanks!I have been in Managed Payments since September 2019.  Although, I am not happy about the fee increases coming for some of us are already enrolled, overall I have no issues with Managed Payments processing my payments. Yes, you will need to have a bank checking account for your Managed Payment account payouts to go to.  I would suggest opening a separate account just for use with Managed Payments.  IMO, keeping personal funds separate from eBay funds is safer and makes book keeping easier.",46 Views,1,0,Payments,2020-05-15
https://community.ebay.com/t5/Technical-Issues/Why-is-ebay-removing-items-sold-with-tracking-numbers-after-7/td-p/30931728/jump-to/first-unread-message,"May 13, 2020 3:15:32 PM",disneyshopper,not appliable,Why is ebay removing items sold with tracking numbers after 7 days?,1,,"In my Seller Hub, my Orders Paid & Shipped for the past 90 days goes back to February 19, 2020.",29 Views,0,0,Technical-Issues,2020-05-13
https://community.ebay.com/t5/Payments/Managed-Payments/td-p/30942923/jump-to/first-unread-message,"May 15, 2020 11:54:32 PM",mam98031,not appliable,Managed Payments,1,,"@3031cheryl wrote:Has anyone signed up for this yet?  I see I have until July to do so but I was wondering if there are issues with this.  Everything that Ebay brings out that is new always has system issues.  I really don't want Ebay messing up my money and I don't think they should force this on us if we don't want it.  From what I read, they will have access to our bank accounts??? Please let me know if anyone has signed up with this and how you are doing with it.  Thanks!MP isn't new.  Ebay launched it in 2018.  It has come a long ways since it was originally launched.   It takes time for them to process and verify the information needed to set up your account in MP.  So it is in your best interest to start the process as soon as you can.  It won't mean you will go into MP any earlier than late July.  It just give them them time to verify what they need to verify.  And by doing this early you lessen the potential risk of your account selling privileges being interrupted because the sign up process isn't complete. They will have access to whatever checking account you attach to MP.  For me, I called my bank and opened a new one just for use in MP.  Everything was done on the phone.  They are mailing any paperwork they want hard copies on, signature cards and the such.  But the account is open and active right now.",4 Views,0,0,Payments,2020-05-15
https://community.ebay.com/t5/Selling/BEWARE-OF-BUYER/td-p/30942248/jump-to/first-unread-message,"May 15, 2020 8:29:35 PM",postingid7659,not appliable,BEWARE OF BUYER,1,,"As far as I know, 4 lbs 1 oz is the same price as 5 lbs, the rates go per pound.  That's why he chose a 5 lb weight to claim as the scam.  I would never sell high dollar electronics like that on here.  Too many risks.",24 Views,0,0,Selling,2020-05-15
https://community.ebay.com/t5/Buying/Sellers-lying-about-items-location-being-in-US-when-really-in/td-p/30932222/jump-to/first-unread-message,"May 13, 2020 2:27:22 AM",fashunu4eeuh,not appliable,Sellers lying about items location being in US when really in China,1,,"Ebay does not allow this. It is a policy violation when a seller misrepresents his item location, and you need to report the seller to eBay. As an actual buyer, your report carries weight with the powers-that-be here. Below is a link to the policy: https://www.ebay.com/help/policies/listing-policies/item-location-misrepresentation-policy?id=4244To report the seller, use one of the links  below. (The last link has a box to click to make the report right from the policy page.)https://www.ebay.com/help/buying/working-sellers/seller-fraud?id=4024https://www.ebay.com/help/buying/working-sellers/report-seller-listing?id=4022",101 Views,1,0,Buying,2020-05-13
https://community.ebay.com/t5/Buying/Sellers-lying-about-items-location-being-in-US-when-really-in/td-p/30932222/jump-to/first-unread-message,"May 13, 2020 3:44:38 AM",toysaver,not appliable,Sellers lying about items location being in US when really in China,1,,EBAY DOES NOT CARE AS LONG THEY GET A CUT I've reported and it does nothing.  The buyers I've had trouble with are selling pirated dvds from China.  I purposely looks for items shipping from the USA.  Only after the purchase you'll see there is International tracking to the location they claimed and then it's forwarded.,96 Views,0,0,Buying,2020-05-13
https://community.ebay.com/t5/Buying/Sellers-lying-about-items-location-being-in-US-when-really-in/td-p/30932222/jump-to/first-unread-message,"May 13, 2020 4:40:34 AM",mudshark61369,not appliable,Sellers lying about items location being in US when really in China,1,,"@thebest1lee, Some of the China based sellers do ship from U.S. warehouses, but since China was all but shut down for the last several months they are empty.  Most China based sellers do ship from there, and to find out if they do, check their feedback profile there will be comments saying that.  Just click on the numbers of negatives and neutrals they've received, to read only those comments. There are other ways to tell if a sellers will ship from China as well, check the list below.   Remember, keep poking the dragon, and sooner or later you'll get burned. Indications on listing pages;Item location not giving a city or state Ex. Ca. /USA, Many places USA, USA/USA.Extended delivery or handling time frames. Especially, from supposed U.S. based sellers.Very low prices w/ Free shipping American flag symbols and many statements of being a U.S. SellerThe same photos and listing templates used by many other sellersMeasurements that are both metric and inches. Use of Asian models in photosVerbiage in descriptions that do not sound like they were written by a person whose first language is EnglishOn feedback profile pages;Country of registration ... sometimes.Very high volume seller registered between 2010 and now. Feedback percentages below 98.9%Neutral and negative feedback sometimes in the hundreds  (you can click on those numbers to read only those comments)  look for slow shipping, non delivery,  partial orders received, and items shipped from China comments, as well as poor quality ones.Replies to non positive feedback that indicate English is not the persons first languageRepetitive replies to non-positive feedback   

	THERE IS NO SUCH THING AS FOOLPROOF, BECAUSE FOOLS ARE SO DARNED INGENIOUS! (unknown)",91 Views,1,0,Buying,2020-05-13
https://community.ebay.com/t5/Buying/Sellers-lying-about-items-location-being-in-US-when-really-in/td-p/30932222/jump-to/first-unread-message,"May 13, 2020 9:42:09 AM",nene1618,not appliable,Sellers lying about items location being in US when really in China,1,,"Spoiler (Highlight to read)I'm having this same issue. The seller was based in China but I didn't notice until after I made my purchase. Now I'm waiting to see if I'll receive the item and eBay has removed the seller so I can't leave negative feedback. Also my item hasn't arrived yet and the tracking is saying ""destination DC arrival"" as of May 9th but I'm not located in DC. I'm having this same issue. The seller was based in China but I didn't notice until after I made my purchase. Now I'm waiting to see if I'll receive the item and eBay has removed the seller so I can't leave negative feedback. Also my item hasn't arrived yet and the tracking is saying ""destination DC arrival"" as of May 9th but I'm not located in DC.",79 Views,0,0,Buying,2020-05-13
https://community.ebay.com/t5/Buying/Sellers-lying-about-items-location-being-in-US-when-really-in/td-p/30932222/jump-to/first-unread-message,"May 13, 2020 11:25:38 AM",david1962f,not appliable,Sellers lying about items location being in US when really in China,1,,When this happens to me I've taken to reporting both the seller and Ebay to the State's Attorney General office for the state where they say they are shipping from.  I file a consumer complaint for deceptive marketing practices.  California for one has a very easy form to fill out to register a complaint.,71 Views,0,0,Buying,2020-05-13
https://community.ebay.com/t5/Buying/Sellers-lying-about-items-location-being-in-US-when-really-in/td-p/30932222/jump-to/first-unread-message,"May 13, 2020 11:39:50 AM",simba6,not appliable,Sellers lying about items location being in US when really in China,1,,"I have purchased from many fine sellers in China. However, there is been a real uptick in bad ones and many outright scammers that list lots of items they never intend to ship.  In time buyers will learn to avoid all sellers from over there.",68 Views,0,0,Buying,2020-05-13
https://community.ebay.com/t5/Buying/Sellers-lying-about-items-location-being-in-US-when-really-in/td-p/30932222/jump-to/first-unread-message,"May 13, 2020 1:52:42 PM",fashunu4eeuh,not appliable,Sellers lying about items location being in US when really in China,1,,"@toysaver wrote:EBAY DOES NOT CARE AS LONG THEY GET A CUT I've reported and it does nothing.  The buyers I've had trouble with are selling pirated dvds from China.  I purposely looks for items shipping from the USA.  Only after the purchase you'll see there is International tracking to the location they claimed and then it's forwarded.@toysaver As a buyer, I have seen a fraudulent seller get removed after my report. (They sold me a counterfeit designer item.) There are a number of actions eBay can take in these cases, and the person reporting will not know what punitive measures were implemented against the offender. Not all violations lead to expulsion.",46 Views,1,0,Buying,2020-05-13
https://community.ebay.com/t5/Shipping-Returns/ROLLO-Printer-Help-4x6-not-adjusting/td-p/30883096/jump-to/first-unread-message,"May 15, 2020 7:40:14 AM",rfmtm,not appliable,ROLLO Printer Help 4x6 not adjusting,1,,"This is a recent ebay glitch. The current work around is to use ebay Bulk Shipping, even for a single label. You can also print from PayPal by selecting the correct label format.",13 Views,0,0,Shipping-Returns,2020-05-15
https://community.ebay.com/t5/Selling/MBG-someone-check-my-math/td-p/30943716/jump-to/first-unread-message,"May 15, 2020 10:55:36 AM",wastingtime101,Guide,MBG - someone check my math,0,,Latest ETA: April 16Plus 30 days: May 15Last day to file MBG claim for item not received: May 15? or May 14?,183 Views,0,0,Selling,2020-05-15
https://community.ebay.com/t5/Shipping-Returns/Buyer-damages-item-wants-to-return-for-refund/td-p/30942706/jump-to/first-unread-message,"May 15, 2020 3:27:29 AM",67bird67,Adventurer,"Buyer damages item, wants to return for refund",0,,"Seller beware.  You sell an item, arrives at buyer in expected condition, buyer damages/brakes item thru abuse and files a return.  Sucks but does happen.If you offer returns, you (seller) are required to accept the return and the maximum deduction allowed by eBay is 50%.  Though you (seller) sold in good faith and are not at fault, you still have to refund at least 50%!?!? Incredible!  And, to add insult to the injury, eBay may advise you to sell the returned broken item in order to recoup some of you loss.....advising fraud?Ebay, who pays your bills...SELLERS!  How about actually standing behind us for a change!",68 Views,1,0,Shipping-Returns,2020-05-15
